Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2021-06-28,AES,The AES Corporation,18.9261,29.4577,42.728,61.7936,79.5049,101.3196,116.6071,117.5188,118.2244,118.7861,23.335586547851562,23.423544444086392,22.948565429198865,23.062911700917738,3359800.0,2635.0,664.0,625.0,900.0,-29.0,1886.0,2073.0,35203.0,19884.0,2334.0,253.0,748.0,432.0,779.0,-279.0,2.47,-0.22,666.0,0.28,25.2,34.16,23.72,0.34,88.89,-1.1,4.91,-10.22,-0.31,0.7,2635.0,625.0,900.0,-29.0,-0.22,666.26,56.48,74.79,350.81,3.29,-146.53,0.38,61.64,17912.08,19884.0,1043.0,3324.0,2073.0,40090.08,0.29,1.78,0.51,6.68,3.41,0.24,-10.22,-7.98,-26.31,1.24,1.15,0.03,7.14,51.24,7.48,48.95,15.67,23.35,25.65
2021-06-29,AES,The AES Corporation,19.0363,30.2098,42.7312,62.0864,79.4698,101.3395,116.6663,118.0549,119.1311,119.9888,23.19485092163086,23.748993361891728,23.1772586720507,23.300401063733283,4447600.0,2635.0,664.0,625.0,900.0,-29.0,1886.0,2073.0,35203.0,19884.0,2334.0,253.0,748.0,432.0,779.0,-279.0,2.47,-0.22,666.0,0.28,25.2,34.16,23.72,0.34,88.89,-1.1,4.91,-10.22,-0.31,0.7,2635.0,625.0,900.0,-29.0,-0.22,666.26,56.48,74.79,350.81,3.29,-146.53,0.38,61.64,17912.08,19884.0,1043.0,3324.0,2073.0,40090.08,0.29,1.78,0.51,6.68,3.41,0.24,-10.22,-7.98,-26.31,1.24,1.15,0.03,7.14,51.24,7.48,48.95,15.67,23.35,25.65
2021-06-30,AES,The AES Corporation,18.7942,29.6117,42.4863,61.1177,77.7501,99.7611,115.1803,116.6652,117.8214,118.7468,22.930973052978516,23.265219096517345,22.711074958220088,23.186055648189168,6329100.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-01,AES,The AES Corporation,18.7454,29.3677,41.9266,60.8591,77.5562,99.6853,115.1856,117.0465,118.4883,119.637,23.15966796875,23.265219795588962,22.948565992761452,23.15966796875,4103100.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-02,AES,The AES Corporation,18.6781,29.1849,41.9137,61.2422,77.5677,98.3967,113.0023,114.6064,115.89,116.9417,23.010135650634766,23.300401057877366,22.93976833002108,23.300401057877366,3312800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-06,AES,The AES Corporation,17.9696,28.4421,41.6242,60.9068,76.0648,98.4823,114.171,116.6739,118.6107,120.1526,22.869403839111328,23.11569033057766,22.587934521829503,23.0805058270727,3579200.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-07,AES,The AES Corporation,17.9763,28.8116,41.5428,60.1011,75.9314,97.8163,113.1409,115.5154,117.3742,118.8689,22.860605239868164,23.018932133131628,22.719870596453813,22.799034043085545,2948500.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-08,AES,The AES Corporation,18.7105,29.1618,42.2057,60.6542,77.5877,99.8677,115.4653,116.6869,117.6326,118.3855,22.420806884765625,22.807827955455373,22.10415312895682,22.464787505121915,5596600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-09,AES,The AES Corporation,18.5026,28.9653,41.3161,59.5433,76.9627,99.2401,114.8315,116.0735,117.039,117.8106,22.631914138793945,22.755058226991707,22.44720052303158,22.675894769467973,6073200.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-12,AES,The AES Corporation,18.0521,28.2331,40.9219,59.6437,76.6879,98.9081,114.4448,116.6039,118.2737,119.602,22.825424194335938,22.843014767864823,22.341647351969183,22.570341584738834,6083600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-13,AES,The AES Corporation,18.1384,28.8573,41.4734,59.2428,76.4545,98.4681,113.8612,115.9868,117.6384,118.9581,21.919443130493164,22.851810624110467,21.884258628471297,22.799035548767066,6107600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-14,AES,The AES Corporation,17.9532,28.7965,41.304,60.272,76.4297,98.8039,114.4439,116.0153,117.2309,118.1983,21.945833206176758,22.341648818432596,21.937037079990247,22.00740441179281,3645300.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-15,AES,The AES Corporation,19.2409,29.3732,42.5361,59.7727,78.34,98.4767,112.5598,113.433,114.1875,114.843,21.620386123657227,21.901855488304356,21.453263059264337,21.75232467862435,5489000.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-16,AES,The AES Corporation,18.978,29.9402,42.8993,61.4235,79.2336,101.4935,117.0619,119.9964,122.2655,124.0704,21.426868438720703,21.840276205601313,21.294928254809175,21.699541575272207,6356800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-19,AES,The AES Corporation,19.7857,31.3207,43.9833,63.4152,85.5437,106.4674,121.1186,120.8713,120.6769,120.5203,20.740793228149414,21.15420114194069,20.608854675040686,21.031058716064503,7643800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-20,AES,The AES Corporation,20.8712,32.1304,45.8472,66.0511,84.934,107.4022,123.1163,123.113,123.0691,123.005,21.198177337646484,21.356504239287553,20.767177259673225,20.81995233432379,6737400.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-21,AES,The AES Corporation,20.4325,32.4645,46.3818,67.9241,87.123,110.993,127.6559,129.0912,130.2009,131.0835,21.426868438720703,21.56760306904981,21.286133808391593,21.35650112355615,4619000.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-22,AES,The AES Corporation,21.0151,33.8195,47.1594,68.9026,89.0023,112.1844,128.3675,129.5822,130.5327,131.2965,21.1278133392334,21.54122123152642,21.05744600272204,21.532425104751297,5477000.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-23,AES,The AES Corporation,21.5016,33.8503,46.9186,68.3006,87.2851,109.9552,125.7831,126.9821,127.945,128.7361,21.022258758544922,21.338912570462853,20.81115677649611,21.224564614963857,5729500.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-26,AES,The AES Corporation,20.6742,32.8261,45.9176,67.8514,87.1553,110.3907,126.6003,127.8958,128.9185,129.7463,21.11021614074707,21.26854303023295,20.969481500690563,21.031052696004128,4904300.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-27,AES,The AES Corporation,20.629,32.7721,45.855,67.2681,86.7953,110.2688,126.6395,128.0106,129.07,129.9123,21.382890701293945,21.382890701293945,20.828748229367857,20.9958712545507,5488400.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-28,AES,The AES Corporation,20.611,32.6977,45.7518,67.2795,86.8657,110.2717,126.5983,127.9441,128.9871,129.8184,21.303728103637695,21.541218462974058,21.127810623813644,21.506035638085017,2984300.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-29,AES,The AES Corporation,20.8522,31.976,45.0608,65.9246,86.8897,108.8796,124.2231,125.2064,126.0228,126.7114,21.34770965576172,21.523627143199246,21.294932899609915,21.40928086024933,3328000.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-07-30,AES,The AES Corporation,20.9433,31.7368,44.8439,66.7551,87.2147,108.0438,122.5783,123.2747,123.9059,124.4733,20.976852416992188,21.437102733361936,20.932596442596093,21.14502005511893,5208900.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-02,AES,The AES Corporation,20.9559,32.3121,45.4318,66.4082,86.8457,108.2852,123.2331,124.0539,124.7668,125.3886,20.86178970336914,21.17157478817437,20.81753541476535,21.17157478817437,5567500.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-03,AES,The AES Corporation,21.0783,32.7273,45.8107,66.3141,87.6238,108.3558,122.817,125.154,126.9413,128.3503,21.171571731567383,21.34859223681133,20.81753240927214,20.932594555945848,10843600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-04,AES,The AES Corporation,20.8107,33.0524,46.1275,67.9523,88.1993,111.1734,127.1878,129.5322,131.3411,132.7776,20.923744201660156,21.153870192436568,20.755576571940743,21.01225445783458,4894500.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-05,AES,The AES Corporation,20.56,32.6976,46.0207,68.3546,87.3173,110.1889,126.1333,128.4957,130.3273,131.7876,21.994712829589844,22.35760332317428,21.091911348295245,21.50790731484038,10640800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-06,AES,The AES Corporation,20.3893,31.8824,45.8451,67.2427,86.3027,108.958,124.7526,127.1151,128.9594,130.4387,21.773441314697266,22.552327891396974,21.738036535296335,22.24254282441002,7489800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-09,AES,The AES Corporation,20.0401,31.7815,45.9232,66.5962,85.6571,109.0246,125.2944,127.8754,129.8629,131.4383,21.392845153808594,21.764586840543494,21.383993960291985,21.72918206647705,5950600.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
2021-08-10,AES,The AES Corporation,19.783,32.2083,45.3172,65.4844,84.9504,108.0776,124.1841,125.914,127.2511,128.3145,21.543310165405273,21.89734943385307,21.330886604336595,21.42824634803949,4612800.0,2700.0,728.0,689.0,952.0,-81.0,1213.0,1495.0,34727.0,20009.0,2222.0,351.0,1135.0,567.0,-580.0,-316.0,2.25,0.03,670.0,0.31,26.96,35.26,25.52,-4.81,88.89,-3.0,3.45,-5.94,-0.55,0.7,2700.0,689.0,952.0,-81.0,0.03,666.33,57.62,75.35,370.74,2.91,-146.53,1.0,0.0,17371.21,20009.0,1043.0,3281.0,1495.0,40209.21,0.3,-0.56,-0.17,6.9,-1.16,0.24,-5.94,-7.98,-22.67,1.28,1.17,0.03,7.49,48.87,6.85,53.39,15.57,23.51,18.99
