Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Operating Income Percentage of Net Premiums Earned,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2020-09-21,AIG,American International Group Inc,18.7772,28.6146,44.5718,56.9495,77.5973,95.6153,108.4555,114.9914,120.0537,124.0939,24.389516830444336,24.778230687305715,23.964644467292082,24.53415430403722,11872500.0,7407.0,3366.0,9396.0,7439.0,754.0,-884.0,-7765.0,3408.0,350151.0,569388.0,307891.0,39280.0,350151.0,62818.0,61749.0,347.0,723.0,-687.0,533.0,71.68,71.68,-9.15,866.97,4.11,2284.0,0.66,72.6,33.4,106.0,-9.41,-102.82,35.34,-82.64,-7.43,-0.79,7407.0,9396.0,-884.0,-7765.0,-9.15,861.43,350151.0,62818.0,569388.0,88.96,38.36,45.44,-11.93,6.9,38.47,62.53,-2.42,0.84,15.84,-2885.45
2020-09-22,AIG,American International Group Inc,18.6653,29.0658,45.0488,57.072,77.1778,93.9196,105.8639,113.0341,118.5844,123.0113,24.71495246887207,25.058466044005275,24.27199998220951,24.36239883594395,10055000.0,7407.0,3366.0,9396.0,7439.0,754.0,-884.0,-7765.0,3408.0,350151.0,569388.0,307891.0,39280.0,350151.0,62818.0,61749.0,347.0,723.0,-687.0,533.0,71.68,71.68,-9.15,866.97,4.11,2284.0,0.66,72.6,33.4,106.0,-9.41,-102.82,35.34,-82.64,-7.43,-0.79,7407.0,9396.0,-884.0,-7765.0,-9.15,861.43,350151.0,62818.0,569388.0,88.96,38.36,45.44,-11.93,6.9,38.47,62.53,-2.42,0.84,15.84,-2885.45
2020-09-23,AIG,American International Group Inc,18.2344,29.8168,46.6378,59.1171,79.7694,96.4682,108.3806,115.2313,120.5352,124.7653,23.892324447631836,25.420059620168647,23.86520427620884,24.83246797550592,6986700.0,7407.0,3366.0,9396.0,7439.0,754.0,-884.0,-7765.0,3408.0,350151.0,569388.0,307891.0,39280.0,350151.0,62818.0,61749.0,347.0,723.0,-687.0,533.0,71.68,71.68,-9.15,866.97,4.11,2284.0,0.66,72.6,33.4,106.0,-9.41,-102.82,35.34,-82.64,-7.43,-0.79,7407.0,9396.0,-884.0,-7765.0,-9.15,861.43,350151.0,62818.0,569388.0,88.96,38.36,45.44,-11.93,6.9,38.47,62.53,-2.42,0.84,15.84,-2885.45
2020-09-24,AIG,American International Group Inc,19.5537,30.9486,48.238,62.4837,82.0479,99.9101,112.6373,119.2876,124.4377,128.5455,23.937522888183594,24.48895430149635,23.11489665886942,23.865204155635574,5686900.0,7407.0,3366.0,9396.0,7439.0,754.0,-884.0,-7765.0,3408.0,350151.0,569388.0,307891.0,39280.0,350151.0,62818.0,61749.0,347.0,723.0,-687.0,533.0,71.68,71.68,-9.15,866.97,4.11,2284.0,0.66,72.6,33.4,106.0,-9.41,-102.82,35.34,-82.64,-7.43,-0.79,7407.0,9396.0,-884.0,-7765.0,-9.15,861.43,350151.0,62818.0,569388.0,88.96,38.36,45.44,-11.93,6.9,38.47,62.53,-2.42,0.84,15.84,-2885.45
2020-09-25,AIG,American International Group Inc,20.6725,31.8161,49.0185,61.4812,81.8823,100.8071,114.2778,121.3078,126.7058,130.9783,24.470876693725586,24.543195433680822,23.612091872284,23.621130206090484,4886900.0,7407.0,3366.0,9396.0,7439.0,754.0,-884.0,-7765.0,3408.0,350151.0,569388.0,307891.0,39280.0,350151.0,62818.0,61749.0,347.0,723.0,-687.0,533.0,71.68,71.68,-9.15,866.97,4.11,2284.0,0.66,72.6,33.4,106.0,-9.41,-102.82,35.34,-82.64,-7.43,-0.79,7407.0,9396.0,-884.0,-7765.0,-9.15,861.43,350151.0,62818.0,569388.0,88.96,38.36,45.44,-11.93,6.9,38.47,62.53,-2.42,0.84,15.84,-2885.45
2020-09-28,AIG,American International Group Inc,19.286,30.4778,47.5334,60.2019,80.3424,97.8914,110.3922,117.0384,122.1847,126.2907,24.97710609436035,25.347741549973186,24.7872700620799,25.004226266492406,7610400.0,7407.0,3366.0,9396.0,7439.0,754.0,-884.0,-7765.0,3408.0,350151.0,569388.0,307891.0,39280.0,350151.0,62818.0,61749.0,347.0,723.0,-687.0,533.0,71.68,71.68,-9.15,866.97,4.11,2284.0,0.66,72.6,33.4,106.0,-9.41,-102.82,35.34,-82.64,-7.43,-0.79,7407.0,9396.0,-884.0,-7765.0,-9.15,861.43,350151.0,62818.0,569388.0,88.96,38.36,45.44,-11.93,6.9,38.47,62.53,-2.42,0.84,15.84,-2885.45
2020-09-29,AIG,American International Group Inc,19.4504,30.926,47.5679,60.3043,80.9317,97.694,109.6408,116.5582,121.912,126.1799,24.669754028320312,24.995187489502186,24.37143729223027,24.895750301686906,4282100.0,7407.0,3366.0,9396.0,7439.0,754.0,-884.0,-7765.0,3408.0,350151.0,569388.0,307891.0,39280.0,350151.0,62818.0,61749.0,347.0,723.0,-687.0,533.0,71.68,71.68,-9.15,866.97,4.11,2284.0,0.66,72.6,33.4,106.0,-9.41,-102.82,35.34,-82.64,-7.43,-0.79,7407.0,9396.0,-884.0,-7765.0,-9.15,861.43,350151.0,62818.0,569388.0,88.96,38.36,45.44,-11.93,6.9,38.47,62.53,-2.42,0.84,15.84,-2885.45
2020-09-30,AIG,American International Group Inc,20.2151,30.4596,46.9924,59.3776,81.1298,98.5884,111.0225,118.1915,123.7046,128.077,24.88670539855957,25.257339076783527,24.633589000951872,24.78726650588969,5338400.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-01,AIG,American International Group Inc,19.4502,30.4251,46.1341,58.6155,79.1941,97.4725,110.4788,117.6929,123.2716,127.7179,25.058467864990234,25.320624387449406,24.68783408953853,24.913830378190294,5155400.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-02,AIG,American International Group Inc,19.9565,30.8786,46.9993,58.511,80.7093,98.0347,110.3725,117.1937,122.5055,126.7645,25.510456085205078,25.74549239216539,24.470873679806648,24.579352638486235,4558100.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-05,AIG,American International Group Inc,18.8578,30.0251,46.4571,59.2999,79.8078,97.6094,110.2758,117.786,123.5899,128.2151,26.260766983032227,26.59524223528073,25.835894598373383,26.00765225353963,5326100.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-06,AIG,American International Group Inc,18.5884,29.7005,45.8334,59.109,78.7716,95.2824,107.0332,114.19,119.7197,124.1276,26.19748306274414,27.101467999823356,26.152284505575956,26.577156805285988,8161300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-07,AIG,American International Group Inc,17.6892,29.0527,45.1605,56.8397,77.2167,94.0925,106.1043,113.4435,119.1142,123.6298,26.721797943115234,26.830276909181986,26.179406561210826,26.46868322931727,4976700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-08,AIG,American International Group Inc,16.6002,28.0232,44.7468,57.675,75.6944,93.9038,106.8428,114.5222,120.4524,125.1742,27.354585647583008,27.553461722072292,26.531959455347785,26.947791717702067,5610700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-09,AIG,American International Group Inc,17.4277,28.4588,44.236,57.0181,74.2844,92.1745,104.8898,111.8211,117.1776,121.4449,27.074350357055664,27.634820069083844,26.893552674599455,27.50826272589319,8058000.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-12,AIG,American International Group Inc,17.534,28.6398,44.4992,57.2964,74.5725,92.5263,105.2681,112.2064,117.5619,121.8221,27.53537940979004,27.68905691278226,26.90259101010366,27.002029901514618,7711600.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-13,AIG,American International Group Inc,17.0229,27.6939,43.6363,56.1187,74.1838,91.5594,103.9063,111.1091,116.6724,121.1018,26.95683479309082,27.372668826225862,26.6585197858435,27.27322991573852,7574000.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-14,AIG,American International Group Inc,17.2519,28.7775,44.6612,57.362,74.2447,92.3194,105.1564,112.0882,117.4441,121.7097,26.80315589904785,27.444986169439197,26.694678660585545,26.929714976206697,6996200.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-15,AIG,American International Group Inc,17.8426,28.2571,44.6111,56.3025,77.2534,94.5872,106.904,113.7555,119.05,123.2669,27.083393096923828,27.101473212954694,26.324047189989816,26.360205697836786,3554600.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-16,AIG,American International Group Inc,17.8303,28.2369,43.8802,55.2711,76.4247,93.7978,106.141,113.027,118.3519,122.5949,27.3817081451416,27.716181649950553,26.857395157965495,27.128591709009825,4893700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-19,AIG,American International Group Inc,15.7814,27.3681,44.7854,56.5937,75.8493,93.1326,105.4093,112.2452,117.5256,121.7302,27.200912475585938,27.869861259370094,27.137633792881527,27.49018743892884,5425900.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-20,AIG,American International Group Inc,17.4752,28.378,44.7463,57.2496,76.9923,94.0149,106.1061,113.3492,118.9406,123.3904,27.707141876220703,28.2314531445512,27.48114561014351,27.526345897887754,5481500.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-21,AIG,American International Group Inc,18.403,28.94,44.6995,57.1768,76.9331,94.0211,106.1532,113.3786,118.9542,123.3905,28.629207611083984,28.782885143966677,27.571544996353634,27.643863733932857,6869100.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-22,AIG,American International Group Inc,17.6014,28.6917,45.0019,57.3797,77.2054,94.6986,107.1105,114.3409,119.9208,124.3598,28.936559677124023,29.063120479684667,28.222412390535315,28.511689052315738,5411000.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-23,AIG,American International Group Inc,16.6702,28.4053,45.411,58.2883,76.8803,94.5932,107.1519,114.084,119.4349,123.6926,29.271038055419922,29.50607266051256,28.701526485578903,29.289118170954655,4375400.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-26,AIG,American International Group Inc,18.5408,29.8577,46.8342,59.1747,80.0839,96.8835,108.8025,116.0835,121.6989,126.1633,28.258567810058594,28.846157642504572,27.788495254416073,28.80999914357056,6021600.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-27,AIG,American International Group Inc,16.2651,27.4553,42.492,53.5271,71.6905,88.251,99.9993,106.328,111.2151,115.1056,28.168169021606445,30.093657801987657,28.15912896580485,30.084616021971716,12065700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-28,AIG,American International Group Inc,17.2789,28.3238,45.1111,56.2747,75.2782,93.1596,105.8321,111.3619,115.6345,119.0374,27.327468872070312,27.996417632136183,27.020113803362385,27.49922652204586,8129300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-29,AIG,American International Group Inc,16.6072,27.1884,43.0576,55.2464,74.0697,92.0091,104.7211,110.3286,114.6638,118.1193,28.28569221496582,28.403209509374822,26.85739422248741,27.11955070694421,7436500.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-10-30,AIG,American International Group Inc,18.1607,28.2097,43.9161,55.5337,74.8494,92.4296,104.8843,110.3593,114.5991,117.9842,28.46649169921875,28.719608157780314,27.815623022622344,28.095857931741165,6373300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-02,AIG,American International Group Inc,16.9068,27.3836,43.6032,55.4747,74.6627,91.6277,103.6418,110.511,115.809,120.0226,29.334314346313477,29.596470827570432,28.837121554892736,29.153516654121464,7278700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-03,AIG,American International Group Inc,16.7491,27.2617,43.3378,55.2156,73.1338,90.5162,102.8252,109.7436,115.077,119.3201,29.732067108154297,30.003261927680093,29.569349526752976,29.786307451431146,7168900.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-04,AIG,American International Group Inc,16.5845,25.8434,39.5946,50.8323,69.5124,87.9396,100.9702,107.9185,113.2757,117.5357,28.556886672973633,29.47895179921746,28.276651801975262,29.22583709930199,5424400.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-05,AIG,American International Group Inc,14.0229,23.6792,38.5807,49.3173,66.4498,83.8932,96.2428,102.917,108.1373,112.3373,30.22022247314453,30.37389828644565,28.764805895742054,28.773845953738842,6467100.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-06,AIG,American International Group Inc,14.1412,23.1353,37.4306,49.1192,65.8947,82.7647,94.713,101.1946,106.2954,110.4214,29.976139068603516,32.091463867074594,29.6145437301664,30.77164674410794,8329900.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-09,AIG,American International Group Inc,14.6487,22.5393,35.78,45.5235,61.5532,79.1794,91.6444,98.4929,103.8701,108.2131,33.917518615722656,34.92094254711209,33.00449180763187,33.41128575933424,13776300.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
2020-11-10,AIG,American International Group Inc,15.342,23.7804,36.112,46.173,62.4385,79.1272,90.9331,97.5663,102.6772,106.7412,34.559349060058594,34.893822572796346,33.664405765462824,34.25199399611786,10213700.0,6677.0,3800.0,10221.0,6754.0,707.0,769.0,294.0,3191.0,356404.0,577230.0,311543.0,38237.0,356404.0,64607.0,63623.0,848.0,676.0,-1025.0,-245.0,73.86,73.86,0.32,873.13,4.65,709.0,0.81,86.0,26.4,112.4,7.52,3.6,20.11,2.88,-7.84,-0.91,6677.0,10221.0,769.0,294.0,0.32,861.45,356404.0,64607.0,577230.0,89.54,40.41,56.91,11.52,6.62,37.18,59.18,2.03,0.0,100.0,100.0
