Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Operating Income Percentage of Net Premiums Earned,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2019-11-18,AIG,American International Group Inc,10.2687,21.9775,34.747,49.2692,67.4782,85.4312,98.1389,106.045,112.1725,117.0271,47.02545928955078,47.0341421270203,46.460978782957326,46.591244534569874,2398600.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-19,AIG,American International Group Inc,10.6095,22.2652,34.5513,49.2244,67.7499,85.1,97.3856,105.3262,111.4793,116.3555,46.38282012939453,47.173090853245455,46.38282012939453,47.10361821490029,3394500.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-20,AIG,American International Group Inc,11.7231,22.1583,35.2947,50.39,69.6488,87.9584,100.9115,107.9851,113.4726,117.8264,45.96597671508789,46.3915053428342,45.714131348497546,46.33940168960575,5093400.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-21,AIG,American International Group Inc,10.5933,23.0306,36.3368,51.4885,69.6798,87.5261,100.1573,108.7866,115.4674,120.7572,45.340702056884766,46.02676213663382,45.33201921977204,45.99202416259185,4337600.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-22,AIG,American International Group Inc,11.2631,22.8536,35.9853,50.6761,69.4796,87.3194,99.9416,107.6363,113.6015,118.3313,46.28729248046875,46.31334761861618,45.35807316457233,45.45360094125628,4522500.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-25,AIG,American International Group Inc,10.4356,22.2754,34.5923,49.2984,67.6026,85.2721,97.7725,106.0805,112.511,117.6029,46.29597091674805,46.66070966208077,46.20044315598135,46.330705573830826,3072800.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-26,AIG,American International Group Inc,10.2975,21.9493,34.196,48.8985,66.4833,84.3418,96.9703,104.9605,111.1519,116.0551,46.17439651489258,46.6607182442457,45.96597528288107,46.295979431827675,7197500.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-27,AIG,American International Group Inc,10.3544,21.1951,33.3154,48.4654,66.4527,84.2981,96.9182,104.5959,110.5444,115.2586,45.93123245239258,46.36544717145516,45.8183356978536,46.19176062127105,3770800.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-11-29,AIG,American International Group Inc,10.6623,22.8664,35.5846,49.2572,67.226,85.0219,97.6027,105.2556,111.1766,115.8678,45.73150634765625,46.17440402228729,45.670716535702894,45.8878239534781,2865500.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-02,AIG,American International Group Inc,10.2816,22.6144,35.2684,49.5939,67.0954,84.964,97.5896,105.4664,111.5651,116.3936,44.863067626953125,45.82702489747673,44.863067626953125,45.800973072693594,4180800.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-03,AIG,American International Group Inc,10.6077,22.3055,34.7335,49.5307,67.4538,85.3107,97.9213,105.9007,112.076,116.9643,44.43752670288086,44.61989937775833,43.71673209011878,44.46358183517476,5785600.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-04,AIG,American International Group Inc,10.6382,21.8375,34.285,48.7935,66.5029,84.3258,96.9121,104.9317,111.1386,116.0518,44.385433197021484,45.0107035101042,44.3767470466755,44.698068353562846,4212900.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-05,AIG,American International Group Inc,11.2036,21.705,34.106,49.5541,67.0534,85.0805,97.8077,105.175,110.8812,115.3999,44.411476135253906,44.741480213654164,44.246475752451296,44.45489693990775,3131300.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-06,AIG,American International Group Inc,10.5058,21.8447,34.0205,48.3433,65.3496,83.3188,96.0057,103.7552,109.7542,114.502,45.03675079345703,45.26254098774543,44.42016669290469,44.92385403991514,6731900.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-09,AIG,American International Group Inc,10.5697,21.8745,34.4994,48.2532,65.7735,83.6412,96.2504,103.579,109.2546,113.7473,44.793601989746094,45.61860748956005,44.724126029073346,44.91518160812726,3701100.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-10,AIG,American International Group Inc,10.2856,21.3241,33.4402,48.0091,66.1294,83.7907,96.2557,104.0982,110.1668,114.9693,44.359371185302734,45.02805884538136,44.324633217487104,44.767530712354045,4634300.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-11,AIG,American International Group Inc,10.2577,21.4431,33.4636,47.8783,65.5988,83.3282,95.8379,103.6316,109.6635,114.4375,44.05351257324219,44.48172711735223,43.93116651311935,44.411813178036255,4413100.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-12,AIG,American International Group Inc,10.3363,21.1162,32.4555,46.7023,63.9323,81.5866,94.0447,101.9317,108.034,112.8632,44.5953369140625,44.93615906953366,43.93117108977003,44.07099564928847,6080200.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-13,AIG,American International Group Inc,9.4135,20.4114,32.5256,46.0139,63.1451,80.4305,92.6298,100.3796,106.3973,111.1722,45.09346008300781,45.46923919483957,44.673986423361264,44.700205818994384,5316800.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-16,AIG,American International Group Inc,9.8081,21.0157,32.3604,45.7054,62.9266,79.7329,91.5885,99.1448,105.0377,109.7355,45.35562515258789,45.713925708370525,45.224538201141705,45.443014231098914,5857000.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-17,AIG,American International Group Inc,9.3792,20.3292,31.449,45.5832,62.4974,79.5759,91.6198,99.2824,105.2464,109.9912,45.25950622558594,45.77510991562454,45.19833318894411,45.29446319900426,3258500.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-18,AIG,American International Group Inc,10.2833,21.6951,33.241,46.715,63.3476,80.4977,92.5903,100.2722,106.2402,110.9798,45.41680145263672,45.74888264189319,45.06723844600056,45.22454146561884,5090000.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-19,AIG,American International Group Inc,9.2121,20.1545,31.2617,45.4125,61.8076,79.449,91.8771,99.7766,105.9001,110.7531,45.38184356689453,45.5129305251504,44.9623699676275,45.224540550459416,4493900.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-20,AIG,American International Group Inc,9.2622,20.3454,31.621,44.5763,61.4159,77.7694,89.3005,96.697,102.5003,107.1468,45.0410270690918,45.609062846820315,45.01480767397677,45.53041132883572,7345400.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-23,AIG,American International Group Inc,9.3066,20.4193,31.7346,44.6487,60.8228,77.4476,89.1619,96.6694,102.5499,107.2505,44.54290008544922,45.09345735523609,44.31568311666851,45.041025234502165,4175000.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-24,AIG,American International Group Inc,9.2782,20.3535,31.6224,44.4818,60.5873,77.1583,88.8466,96.3438,102.2181,106.9156,44.516685485839844,44.96237856215992,44.385601836207236,44.385601836207236,1138600.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-26,AIG,American International Group Inc,9.8141,20.3116,31.4199,44.9757,60.9187,78.1145,90.2202,97.935,103.9434,108.7239,44.237030029296875,44.73515516064188,44.19333548567854,44.612809105038544,2811100.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-27,AIG,American International Group Inc,9.432,19.7926,30.7166,44.1191,60.2693,77.0785,88.9202,96.5139,102.4514,107.1919,44.630287170410156,44.63902807925979,44.202075979816826,44.35937566863073,2374800.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-30,AIG,American International Group Inc,10.0293,20.2184,31.3236,45.404,61.0322,78.0579,90.0381,97.7534,103.7121,108.4214,44.569122314453125,44.77011991700605,44.376862288671816,44.76138234023443,2706300.0,7617.0,3408.0,12938.0,7858.0,1252.0,1641.0,973.0,3361.0,340993.0,525122.0,305993.0,35262.0,340993.0,67445.0,65118.0,483.0,1246.0,-1414.0,585.0,74.85,74.85,0.72,895.81,2.3,2020.0,3.57,76.7,29.0,105.7,12.68,9.74,22.78,7.52,2.89,0.53,7617.0,12938.0,1641.0,973.0,0.72,869.95,340993.0,67445.0,525122.0,91.62,45.15,44.74,21.54,6.72,34.33,52.28,4.72,0.57,42.9,233.09
2019-12-31,AIG,American International Group Inc,10.1489,20.154,31.265,45.2822,60.9179,78.2038,90.3616,97.9231,103.7649,108.3816,44.85750961303711,44.892463251669035,44.464252008724735,44.56911959198125,2912500.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
2020-01-02,AIG,American International Group Inc,9.6368,20.2843,31.5822,44.8176,60.8948,77.9631,89.9649,97.58,103.459,108.1043,45.233280181884766,45.329410177819106,44.77885292894421,45.12841261072002,3104600.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
2020-01-03,AIG,American International Group Inc,9.9594,20.6239,32.1847,45.5124,61.9863,78.9015,90.7954,98.5792,104.5867,109.3327,44.88370895385742,44.97983892506251,44.51666754868157,44.77010050300786,2358800.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
2020-01-06,AIG,American International Group Inc,9.9556,21.0957,32.9229,45.5096,61.8797,78.646,90.4328,99.2231,105.9977,111.3446,44.918678283691406,45.12841342982772,44.6040722308069,44.682723744028024,2699700.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
2020-01-07,AIG,American International Group Inc,9.4834,20.1289,31.4579,43.9342,60.2942,77.5773,89.7187,98.0886,104.542,109.6374,44.665245056152344,44.94489413884718,44.324422944973,44.874980201333464,4580100.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
2020-01-08,AIG,American International Group Inc,9.4004,18.9453,29.6419,42.1366,57.5056,74.9307,87.1655,94.7455,100.597,105.2196,45.1895866394043,45.66149572061927,44.665245438285474,44.665245438285474,4832100.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
2020-01-09,AIG,American International Group Inc,9.0624,18.3897,28.793,41.2256,55.691,72.7844,84.7884,92.5057,98.46,103.1635,45.68771743774414,45.696458347930474,45.14589768500781,45.50419832799674,3219800.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
2020-01-10,AIG,American International Group Inc,8.726,18.3759,28.5867,40.6022,55.2086,72.0908,83.9497,91.8229,97.8962,102.6923,45.4692268371582,46.00230884318578,45.33814322933989,45.70518133164644,5483000.0,7444.0,3587.0,11852.0,6988.0,1184.0,1523.0,820.0,2856.0,337615.0,525064.0,302406.0,35350.0,337615.0,67427.0,65190.0,-139.0,1235.0,-840.0,-483.0,74.93,74.93,1.03,896.38,2.49,-136.0,1.02,65.6,34.2,99.8,12.85,8.74,20.85,6.92,5.39,0.81,7444.0,11852.0,1523.0,820.0,1.03,870.0,337615.0,67427.0,525064.0,82.38,44.88,48.19,20.46,6.73,34.39,52.43,4.23,0.68,31.96,312.9
